rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,coordinate_frame,type_mask,position,x,y,z,velocity,x,y,z,acceleration_or_force,x,y,z,yaw,yaw_rate
1520440537701313260,,0,,1520440537,677678144,'',1,0,,0.00803159549832,-0.0189682580531,0.0886498093605,,4.7700759751e-05,0.000114648508315,-9.16570425034e-05,,0.00594675214961,0.014441549778,4.88002538681,-1.40499532223,-0.0
1520440537800586272,,1,,1520440537,781815680,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00751077150926,0.0182985365391,0.35131958127,,-0.000588960887399,0.0297489278018,5.57132387161,-1.57079637051,-0.0
1520440537882297973,,2,,1520440537,876718656,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00778405368328,0.0176411997527,0.411668598652,,-0.00170113914646,0.0299264248461,5.69919729233,-1.57079637051,-0.0
1520440537982617168,,3,,1520440537,977718656,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00776212755591,0.0177026167512,0.411618709564,,-0.00131943530869,0.0293266940862,5.70734024048,-1.57079637051,-0.0
1520440538092354100,,4,,1520440538,74888320,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00777260400355,0.0176560040563,0.411653459072,,-0.00105240964331,0.0311679001898,5.7156996727,-1.57079637051,-0.0
1520440538182424424,,5,,1520440538,177734528,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00780206453055,0.0176031719893,0.411697208881,,-0.00161713187117,0.0315876677632,5.72315835953,-1.57079637051,-0.0
1520440538292028298,,6,,1520440538,275241600,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00768037047237,0.0178905967623,0.41146916151,,-0.00115263520274,0.0331308804452,5.72959947586,-1.57079637051,-0.0
1520440538383649590,,7,,1520440538,375957632,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00778871774673,0.0176534764469,0.411646842957,,-0.00267129647546,0.0321581996977,5.73890686035,-1.57079637051,-0.0
1520440538483489012,,8,,1520440538,474945152,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00782844144851,0.0175781790167,0.411702573299,,-0.00272540166043,0.0334997437894,5.74658918381,-1.57079637051,-0.0
1520440538593257744,,9,,1520440538,577591680,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00776097457856,0.0177928060293,0.411556482315,,-0.00232737860642,0.0356356091797,5.75448560715,-1.57079637051,-0.0
1520440538693236438,,10,,1520440538,679604864,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00772632844746,0.017852017656,0.411504745483,,-0.00221489882097,0.0364770554006,5.76198768616,-1.57079637051,-0.0
1520440538782657982,,11,,1520440538,779604864,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00771021004766,0.0178930684924,0.411503523588,,-0.0025627873838,0.0368015058339,5.77073144913,-1.57079637051,-0.0
1520440538882919162,,12,,1520440538,876849856,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00775308767334,0.0177790094167,0.411585837603,,-0.00284909899347,0.0370577983558,5.77829694748,-1.57079637051,-0.0
1520440538994302819,,13,,1520440538,975849856,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00766686908901,0.0180686954409,0.411353588104,,-0.00219446839765,0.0383242703974,5.78472805023,-1.57079637051,-0.0
1520440539103148007,,14,,1520440539,72613568,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0076502612792,0.0181155074388,0.411316454411,,-0.00304495869204,0.0382389351726,5.7920255661,-1.57079637051,-0.0
1520440539182159090,,15,,1520440539,176714880,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00753818405792,0.0184223391116,0.411019384861,,-0.00199850043282,0.0408763624728,5.79744720459,-1.57079637051,-0.0
1520440539300747201,,16,,1520440539,277123008,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00760529376566,0.0182346776128,0.411168396473,,-0.00260275695473,0.0395248942077,5.80582857132,-1.57079637051,-0.0
1520440539393909223,,17,,1520440539,381597952,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00715191150084,0.0195280145854,0.410038083792,,-0.00136321748141,0.0432174950838,5.80799007416,-1.57079637051,-0.0
1520440539517308448,,18,,1520440539,479195328,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00657893018797,0.0211332757026,0.408596068621,,2.54291644517e-05,0.0473788157105,5.81096363068,-1.57079637051,-0.0
1520440539582190324,,19,,1520440539,575341504,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00593856908381,0.0229082945734,0.407042562962,,0.00118380994536,0.0516970455647,5.81220006943,-1.57079637051,-0.0
1520440539694679497,,20,,1520440539,675341504,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00521758245304,0.0248508732766,0.405325651169,,0.00257480097935,0.0556860268116,5.81394338608,-1.57079637051,-0.0
1520440539794517612,,21,,1520440539,776408256,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00442988518626,0.0269275717437,0.403495848179,,0.00427659554407,0.05875210464,5.81631088257,-1.57079637051,-0.0
1520440539892490308,,22,,1520440539,876408256,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00356083246879,0.029115345329,0.401577681303,,0.00565860699862,0.0637115165591,5.81858587265,-1.57079637051,-0.0
1520440539992605964,,23,,1520440539,978904256,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00263863569126,0.0314602330327,0.39964646101,,0.0061869546771,0.0682875588536,5.82217073441,-1.57079637051,-0.0
1520440540092319241,,24,,1520440540,77521088,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00168366869912,0.0339468382299,0.397675454617,,0.00792517792433,0.0720542371273,5.82434225082,-1.57079637051,-0.0
1520440540201330697,,25,,1520440540,177521088,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.000690818356816,0.0365568175912,0.395610064268,,0.00943642109632,0.07744512707,5.82595062256,-1.57079637051,-0.0
1520440540319778447,,26,,1520440540,294072385,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.000370191526599,0.0393047183752,0.393438637257,,0.0126390065998,0.0818696692586,5.82592391968,-1.57079637051,-0.0
1520440540384279538,,27,,1520440540,384072385,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.00142637977842,0.0418621152639,0.3913154006,,0.0135038821027,0.0860678553581,5.82482862473,-1.57079637051,-0.0
1520440540484238931,,28,,1520440540,477432832,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.00279161194339,0.0450999699533,0.388538181782,,0.0160215720534,0.0919757559896,5.82441520691,-1.57079637051,-0.0
1520440540607630766,,29,,1520440540,577432832,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00703473668545,0.0195514578372,0.410024285316,,-0.00227300985716,0.0468559227884,5.89896965027,-1.57079637051,-0.0
1520440540701584713,,30,,1520440540,672418432,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0075934282504,0.0180573631078,0.411255002022,,-0.000427720748122,0.050206515938,5.91026496887,-1.57079637051,-0.0
1520440540802676556,,31,,1520440540,783396096,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00759616820142,0.0179782751948,0.411336123943,,1.98260095196e-05,0.0528454370797,5.92092370987,-1.57079637051,-0.0
1520440540891683878,,32,,1520440540,874338432,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.007704698015,0.0177754685283,0.411522626877,,-0.000880769162905,0.0527573861182,5.92996025085,-1.57079637051,-0.0
1520440540993417704,,33,,1520440540,972899776,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00778524810448,0.0176072325557,0.411682903767,,-0.000771440158133,0.0537348873913,5.93917560577,-1.57079637051,-0.0
1520440541092764670,,34,,1520440541,80405248,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00781875941902,0.0175512805581,0.411734670401,,-0.00130018778145,0.0541044808924,5.94804000854,-1.57079637051,-0.0
1520440541192218087,,35,,1520440541,179014720,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00773986708373,0.0177245028317,0.411608278751,,-0.000676339259372,0.0558116957545,5.95622825623,-1.57079637051,-0.0
1520440541292933940,,36,,1520440541,278330688,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00764499465004,0.0179709531367,0.4113920331,,-0.00166737427935,0.0564507655799,5.96248531342,-1.57079637051,-0.0
1520440541400756323,,37,,1520440541,382863104,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00781762599945,0.0175689551979,0.411709994078,,-0.00138544279616,0.0557647049427,5.97214365005,-1.57079637051,-0.0
1520440541492171325,,38,,1520440541,483863104,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00765614863485,0.017996603623,0.411343604326,,-0.00125681003556,0.0573259815574,5.97753190994,-1.57079637051,-0.0
1520440541592696583,,39,,1520440541,584032320,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00779501581565,0.0176337398589,0.41163289547,,-0.00201133219525,0.0558016858995,5.98606729507,-1.57079637051,-0.0
1520440541696267302,,40,,1520440541,683135296,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00778909726068,0.0176445338875,0.411613464355,,-0.00189433072228,0.0560221858323,5.99413537979,-1.57079637051,-0.0
1520440541806800156,,41,,1520440541,786806080,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00767243700102,0.0179415121675,0.411335587502,,-0.00154221674893,0.0573794096708,6.00120019913,-1.57079637051,-0.0
1520440541900977587,,42,,1520440541,886754624,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00769390724599,0.0179010629654,0.411398023367,,-0.00250504049473,0.0577334836125,6.01092338562,-1.57079637051,-0.0
1520440542001085030,,43,,1520440541,985370176,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00774705829099,0.017780277878,0.4115203619,,-0.0034883399494,0.0573136694729,6.0205078125,-1.57079637051,-0.0
1520440542105946010,,44,,1520440542,87671616,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0076814359054,0.0179849155247,0.411359548569,,-0.00281517812982,0.0582365579903,6.02826881409,-1.57079637051,-0.0
1520440542201966286,,45,,1520440542,188083264,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00776760932058,0.0177457369864,0.411529868841,,-0.00323465792462,0.0577190071344,6.03609657288,-1.57079637051,-0.0
1520440542296295652,,46,,1520440542,288083264,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00768841663376,0.0179277528077,0.411270320415,,-0.0034526407253,0.0593122243881,6.04074811935,-1.57079637051,-0.0
1520440542401087554,,47,,1520440542,387169572,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00772181339562,0.0178643967956,0.411344617605,,-0.00327514694072,0.058810018003,6.04913234711,-1.57079637051,-0.0
1520440542504854590,,48,,1520440542,486169572,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00771811418235,0.0178979448974,0.411270618439,,-0.0050013079308,0.0579685531557,6.05564785004,-1.57079637051,-0.0
1520440542592916418,,49,,1520440542,584286848,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00766466092318,0.0182058718055,0.410742282867,,-0.00448467675597,0.0599580705166,6.059633255,-1.57079637051,-0.0
1520440542707832272,,50,,1520440542,686825856,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00779456458986,0.0177874397486,0.411252707243,,-0.00496526993811,0.0593115314841,6.06967735291,-1.57079637051,-0.0
1520440542801605971,,51,,1520440542,786513024,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0078175291419,0.0176969114691,-0.474402785301,,-0.00466918991879,0.0217435881495,3.94729852676,-1.57079637051,-0.0
1520440542892825769,,52,,1520440542,886513024,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00788098201156,0.0178760197014,-0.373300820589,,-0.00739389192313,0.0285669788718,4.12914705276,-1.57079637051,-0.0
1520440542993053340,,53,,1520440542,971846004,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00784060079604,0.0178506486118,-0.270690321922,,-0.00627326918766,0.0257957410067,4.32480382919,-1.57079637051,-0.0
1520440543100848378,,54,,1520440543,86980426,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00792848039418,0.0181433781981,-0.16704942286,,-0.00814876612276,0.0267714392394,4.52716970444,-1.57079637051,-0.0
1520440543223674920,,55,,1520440543,185980426,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00804288033396,0.0180191155523,-0.064977362752,,-0.012247226201,0.028445860371,4.74690341949,-1.57079637051,-0.0
1520440543306352995,,56,,1520440543,287124553,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00817450508475,0.0177011229098,0.03787188977,,-0.0110876131803,0.023718982935,4.94012403488,-1.57079637051,-0.0
1520440543392556019,,57,,1520440543,387124553,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00855253916234,0.0182838831097,0.1409201473,,-0.016008162871,0.0283511243761,5.13353824615,-1.57079637051,-0.0
1520440543501234646,,58,,1520440543,485144192,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00910432636738,0.0191790629178,0.243478223681,,-0.0146178128198,0.033514559269,5.34633302689,-1.57079637051,-0.0
1520440543610212077,,59,,1520440543,588882048,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00963346194476,0.0203536823392,0.345827281475,,-0.0128417033702,0.0362229049206,5.55524682999,-1.57079637051,-0.0
1520440543692886559,,60,,1520440543,678882048,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0100351134315,0.021477079019,0.408419907093,,-0.0138234654441,0.0331011749804,5.66809797287,-1.57079637051,-0.0
1520440543802105911,,61,,1520440543,783262336,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0104457968846,0.0227358452976,0.406347513199,,-0.014854493551,0.0357032902539,5.65238761902,-1.57079637051,-0.0
1520440543904116525,,62,,1520440543,883180672,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0108881536871,0.0236023105681,0.403552144766,,-0.0170739199966,0.0273912940174,5.63472700119,-1.57079637051,-0.0
1520440544000120438,,63,,1520440543,983180672,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0114198410884,0.0243312194943,0.399627685547,,-0.0172944236547,0.0390136577189,5.6121301651,-1.57079637051,-0.0
1520440544100874558,,64,,1520440544,84398464,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0120312450454,0.0254370514303,0.394991159439,,-0.0204208344221,0.0465925782919,5.61085605621,-1.57079637051,-0.0
1520440544208327397,,65,,1520440544,187613888,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0129590863362,0.0270361956209,0.389379441738,,-0.0381118953228,0.0651588514447,5.54118204117,-1.57079637051,-0.0
1520440544301561547,,66,,1520440544,287646656,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.014255288057,0.030591154471,0.370593965054,,0.0241248309612,0.0554668530822,5.02719402313,-1.57079637051,-0.0
1520440544403436321,,67,,1520440544,387998144,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.0123568903655,0.0328980535269,0.332077801228,,0.0496301427484,0.039478674531,4.81422138214,-1.57079637051,-0.0
1520440544494930468,,68,,1520440544,484075200,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,-0.00632912060246,0.0330342501402,0.293572574854,,0.128139778972,0.0323863551021,4.76435565948,-1.57079637051,-0.0
1520440544621123366,,69,,1520440544,596341842,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.00438707647845,0.0342205613852,0.254774868488,,0.155362874269,0.0474959239364,4.65266942978,-1.57079637051,-0.0
1520440544763198780,,70,,1520440544,686341842,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0160602517426,0.0345498509705,0.218579351902,,0.175646990538,0.00634994776919,4.55525350571,-1.57079637051,-0.0
1520440544814662336,,71,,1520440544,817584101,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0329213403165,0.0335667543113,0.178755372763,,0.201331973076,0.074805110693,4.65207433701,-1.57079637051,-0.0
1520440544911414338,,72,,1520440544,890902097,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0478789769113,0.0350968576968,0.149614036083,,0.15934728086,0.0655962824821,4.69017076492,-1.57079637051,-0.0
1520440545003196194,,73,,1520440544,988028032,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0628596618772,0.0359346680343,0.126408517361,,0.237035959959,0.0362527705729,4.80943584442,-1.57079637051,-0.0
1520440545092380765,,74,,1520440545,84213696,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0757325142622,0.0290336702019,0.135116159916,,0.231936320662,0.0418263673782,5.08104610443,-1.57079637051,-0.0
1520440545202184055,,75,,1520440545,185784512,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0755798593163,0.00716099562123,0.194176316261,,0.188955113292,0.000639468082227,5.31756925583,-1.57079637051,-0.0
1520440545301564802,,76,,1520440545,286784512,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.084189131856,0.00311166304164,0.193752348423,,0.26949724555,0.0315763168037,5.02918720245,-1.57079637051,-0.0
1520440545400921355,,77,,1520440545,382311104,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0919255688787,-0.0023960925173,0.181509286165,,0.277218222618,-0.0873049944639,4.90733098984,-1.57079637051,-0.0
1520440545498105517,,78,,1520440545,484819456,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.105222381651,-0.00915398541838,0.163823962212,,0.26723331213,-0.0627823323011,4.88566303253,-1.57079637051,-0.0
1520440545610255826,,79,,1520440545,594111947,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.111349247396,-0.0132988188416,0.154815495014,,0.205302461982,-0.0327336639166,4.96258354187,-1.57079637051,-0.0
1520440545701146004,,80,,1520440545,688357888,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.12161604315,-0.0163733866066,0.139237731695,,0.216209769249,0.0214967243373,4.88451480865,-1.57079637051,-0.0
1520440545800494615,,81,,1520440545,784704512,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.130711078644,-0.0181341841817,0.125817239285,,0.234267935157,-0.0346696451306,4.96748638153,-1.57079637051,-0.0
1520440545901630389,,82,,1520440545,885670912,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.139162480831,-0.0206657834351,0.115524411201,,0.241613954306,-0.0113678686321,4.94192790985,-1.57079637051,-0.0
1520440546002258079,,83,,1520440545,985670912,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.146718710661,-0.0218873657286,0.105262845755,,0.26175943017,0.000924602907617,4.93384075165,-1.57079637051,-0.0
1520440546094757473,,84,,1520440546,80713728,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.153750300407,-0.0217554681003,0.0957708358765,,0.246070355177,-0.0196792129427,4.93484258652,-1.57079637051,-0.0
1520440546208030725,,85,,1520440546,193103851,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.15928158164,-0.0222200434655,0.0875763893127,,0.250534683466,-0.0261297840625,4.9430770874,-1.57079637051,-0.0
1520440546301103478,,86,,1520440546,291633152,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.163417577744,-0.0223830603063,0.0820612311363,,0.221763476729,0.0120695400983,4.98749637604,-1.57079637051,-0.0
1520440546392475596,,87,,1520440546,386335488,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.16604219377,-0.0217092502862,0.0779699981213,,0.246844470501,-0.0291886553168,5.01325130463,-1.57079637051,-0.0
1520440546492959351,,88,,1520440546,483800576,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.167679786682,-0.0217819176614,0.0752362012863,,0.234508261085,0.000847552786581,5.0169839859,-1.57079637051,-0.0
1520440546600698699,,89,,1520440546,584948544,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.167289599776,-0.0217326935381,0.0744875669479,,0.164878278971,0.0103690167889,5.10428667068,-1.57079637051,-0.0
1520440546698483371,,90,,1520440546,684948544,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.164270073175,-0.0204525738955,0.0724640488625,,0.195083618164,0.0143598988652,5.00002765656,-1.57079637051,-0.0
1520440546804855349,,91,,1520440546,781845056,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.161308005452,-0.0193537212908,0.0677775144577,,0.218174099922,-0.0235305018723,4.93959665298,-1.57079637051,-0.0
1520440546900687468,,92,,1520440546,882056256,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.159430384636,-0.0200178623199,0.0599662065506,,0.233568847179,-0.0510007441044,4.89019298553,-1.57079637051,-0.0
1520440546993618133,,93,,1520440546,982350144,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0973631441593,0.0240795277059,0.183200418949,,0.114134982228,0.0663599967957,5.27749681473,-1.57079637051,-0.0
1520440547092489133,,94,,1520440547,83047744,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0779320374131,0.0412734895945,0.212439328432,,0.0737056061625,0.0792675688863,5.35771465302,-1.57079637051,-0.0
1520440547201328829,,95,,1520440547,187794240,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0720564872026,0.0510646626353,0.20712351799,,0.135475292802,0.135023027658,5.127866745,-1.57079637051,-0.0
1520440547301361305,,96,,1520440547,281916224,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0709911510348,0.056198541075,0.190717816353,,0.204645603895,0.0641053169966,4.93791770935,-1.57079637051,-0.0
1520440547413771162,,97,,1520440547,382224192,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0680740624666,0.0622120462358,0.175499498844,,0.169271051884,0.0979268550873,4.96986198425,-1.57079637051,-0.0
1520440547502334623,,98,,1520440547,484039232,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0667853280902,0.0649785622954,0.16118350625,,0.175591096282,0.0387752316892,4.98512506485,-1.57079637051,-0.0
1520440547603792299,,99,,1520440547,582746944,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0642353668809,0.0654274895787,0.148581176996,,0.177507251501,0.0604240894318,4.9638915062,-1.57079637051,-0.0
1520440547697755422,,100,,1520440547,679738944,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0614637658,0.0657706409693,0.139228105545,,0.159836947918,0.0794607922435,5.0331325531,-1.57079637051,-0.0
1520440547802902985,,101,,1520440547,786207360,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0577024519444,0.0654612481594,0.130367785692,,0.156939476728,0.0685625076294,5.00409221649,-1.57079637051,-0.0
1520440547910570629,,102,,1520440547,887981440,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.056658077985,0.0654281005263,0.122535198927,,0.165728464723,0.0594820268452,5.02387237549,-1.57079637051,-0.0
1520440548008335898,,103,,1520440547,992320896,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0510656572878,0.0637243315578,0.120059251785,,0.115276955068,0.0484891235828,5.11974620819,-1.57079637051,-0.0
1520440548166081599,,104,,1520440548,98433280,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0454954728484,0.061747379601,0.116878032684,,0.0954900979996,0.0494361482561,5.18907499313,-1.57079637051,-0.0
1520440548212727977,,105,,1520440548,192285056,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0391963236034,0.0576357468963,0.109942525625,,0.0879298001528,0.0572299808264,5.17774915695,-1.57079637051,-0.0
1520440548332720309,,106,,1520440548,302285056,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0363008752465,0.0529195740819,0.104388177395,,0.11846036464,0.026601947844,5.20823287964,-1.57079637051,-0.0
1520440548407147747,,107,,1520440548,396346624,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0338380970061,0.0477546304464,0.0917759537697,,0.124281048775,-0.0059826457873,5.15078926086,-1.57079637051,-0.0
1520440548502214688,,108,,1520440548,492726336,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0322144702077,0.0428340174258,0.0794098973274,,0.147603303194,0.034374859184,5.0481801033,-1.57079637051,-0.0
1520440548620656280,,109,,1520440548,591562752,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0321227386594,0.0384176895022,0.0680839121342,,0.141413375735,0.00281682237983,5.10861206055,-1.57079637051,-0.0
1520440548735924569,,110,,1520440548,695758912,'',1,0,,-6.12323399574e-17,6.12323426293e-17,0.5,,0.0317014716566,0.0348212271929,0.0599160194397,,0.151642352343,0.0538660995662,5.09300994873,-1.57079637051,-0.0
